scenario,description,category,generated_video_name
0204_perspective-right_take-2_trimmed-ball-behind-rotating-paper.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool held the tennis ball above the cardstock and lowered it behind the cardstock. The cardstock sits on the black platform on top of a wooden table. The blue-black grabber tool places the orange tennis ball behind the clockwise-rotating cardstock on the table.,Solid Mechanics,0204_perspective-right_trimmed-ball-behind-rotating-paper.mp4
0205_perspective-left_take-2_trimmed-ball-hits-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light beige coffee table with a small yellow rubber duck on it. A mustard yellow couch is in the background. There is a black pipe that points from the left side to the right side of the table. The brown tennis ball rolls straight out of the black pipe and hits the rubber duck.,Solid Mechanics,0205_perspective-left_trimmed-ball-hits-duck.mp4
0206_perspective-center_take-2_trimmed-ball-hits-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light beige coffee table with a small yellow rubber duck on it. A mustard yellow couch is in the background. There is a black pipe that points from the left side to the right side of the table. The brown tennis ball rolls straight out of the black pipe and hits the rubber duck.,Solid Mechanics,0206_perspective-center_trimmed-ball-hits-duck.mp4
0207_perspective-right_take-2_trimmed-ball-hits-duck.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light beige coffee table with a small yellow rubber duck on it. A mustard yellow couch is in the background. There is a black pipe that points from the left side to the right side of the table. The brown tennis ball rolls straight out of the black pipe and hits the rubber duck.,Solid Mechanics,0207_perspective-right_trimmed-ball-hits-duck.mp4
0208_perspective-left_take-2_trimmed-ball-hits-nothing.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden coffee table with a few small objects on it, including a brown tennis ball and a smaller red ball. The orange tennis ball rolls straight out of the black pipe over the entire table towards the right side.",Solid Mechanics,0208_perspective-left_trimmed-ball-hits-nothing.mp4
0209_perspective-center_take-2_trimmed-ball-hits-nothing.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden coffee table with a few small objects on it, including a brown tennis ball and a smaller red ball. The orange tennis ball rolls straight out of the black pipe over the entire table towards the right side.",Solid Mechanics,0209_perspective-center_trimmed-ball-hits-nothing.mp4
0210_perspective-right_take-2_trimmed-ball-hits-nothing.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden coffee table with a few small objects on it, including a brown tennis ball and a smaller red ball. The orange tennis ball rolls straight out of the black pipe over the entire table towards the right side.",Solid Mechanics,0210_perspective-right_trimmed-ball-hits-nothing.mp4
0211_perspective-left_take-2_trimmed-ball-in-basket.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black plastic crate sits on a wooden table. The orange inflatable basketball is released over the black plastic crate.,Solid Mechanics,0211_perspective-left_trimmed-ball-in-basket.mp4
0212_perspective-center_take-2_trimmed-ball-in-basket.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black plastic crate sits on a wooden table. The orange inflatable basketball is released over the black plastic crate.,Solid Mechanics,0212_perspective-center_trimmed-ball-in-basket.mp4
0213_perspective-right_take-2_trimmed-ball-in-basket.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The black plastic crate sits on a wooden table. The orange inflatable basketball is released over the black plastic crate.,Solid Mechanics,0213_perspective-right_trimmed-ball-in-basket.mp4
0214_perspective-left_take-2_trimmed-ball-in-sand.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The green kinetic sand is located on a wooden table, and the blue-black grabber tool is suspended over it. The blue-black grabber tool releases the blue tennis ball above a pile of green kinetic sand.",Solid Mechanics,0214_perspective-left_trimmed-ball-in-sand.mp4
0215_perspective-center_take-2_trimmed-ball-in-sand.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The green kinetic sand is located on a wooden table, and the blue-black grabber tool is suspended over it. The blue-black grabber tool releases the blue tennis ball above a pile of green kinetic sand.",Solid Mechanics,0215_perspective-center_trimmed-ball-in-sand.mp4
0216_perspective-right_take-2_trimmed-ball-in-sand.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The green kinetic sand is located on a wooden table, and the blue-black grabber tool is suspended over it. The blue-black grabber tool releases the blue tennis ball above a pile of green kinetic sand.",Solid Mechanics,0216_perspective-right_trimmed-ball-in-sand.mp4
0217_perspective-left_take-2_trimmed-ball-ramp.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A simple ramp made of cardboard, propped up by a blue block on a light-colored wooden table. There's a black pipe to the left of the frame that directly points towards it. The yellow tennis ball rolls straight out of the black pipe onto the ramp.",Solid Mechanics,0217_perspective-left_trimmed-ball-ramp.mp4
0218_perspective-center_take-2_trimmed-ball-ramp.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A simple ramp made of cardboard, propped up by a blue block on a light-colored wooden table. There's a black pipe to the left of the frame that directly points towards it. The yellow tennis ball rolls straight out of the black pipe onto the ramp.",Solid Mechanics,0218_perspective-center_trimmed-ball-ramp.mp4
0219_perspective-right_take-2_trimmed-ball-ramp.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A simple ramp made of cardboard, propped up by a blue block on a light-colored wooden table. There's a black pipe to the left of the frame that directly points towards it. The yellow tennis ball rolls straight out of the black pipe onto the ramp.",Solid Mechanics,0219_perspective-right_trimmed-ball-ramp.mp4
0220_perspective-left_take-2_trimmed-ball-rolls-off.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light wood coffee table in the foreground with a black pipe on the left end of the table. The grey tennis ball rolls out of the pipe over the entire table towards the right.,Solid Mechanics,0220_perspective-left_trimmed-ball-rolls-off.mp4
0221_perspective-center_take-2_trimmed-ball-rolls-off.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light wood coffee table in the foreground with a black pipe on the left end of the table. The grey tennis ball rolls out of the pipe over the entire table towards the right.,Solid Mechanics,0221_perspective-center_trimmed-ball-rolls-off.mp4
0222_perspective-right_take-2_trimmed-ball-rolls-off.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light wood coffee table in the foreground with a black pipe on the left end of the table. The grey tennis ball rolls out of the pipe over the entire table towards the right.,Solid Mechanics,0222_perspective-right_trimmed-ball-rolls-off.mp4
0223_perspective-left_take-2_trimmed-ball-rolls-on-glass.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A piece of clear glass resting on the edge of a light-colored wooden table against a plain white wall. The blue tennis ball rolls from the wooden table over the glass.,Solid Mechanics,0223_perspective-left_trimmed-ball-rolls-on-glass.mp4
0224_perspective-center_take-2_trimmed-ball-rolls-on-glass.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A piece of clear glass resting on the edge of a light-colored wooden table against a plain white wall. The blue tennis ball rolls from the wooden table over the glass.,Solid Mechanics,0224_perspective-center_trimmed-ball-rolls-on-glass.mp4
0225_perspective-right_take-2_trimmed-ball-rolls-on-glass.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A piece of clear glass resting on the edge of a light-colored wooden table against a plain white wall. The blue tennis ball rolls from the wooden table over the glass.,Solid Mechanics,0225_perspective-right_trimmed-ball-rolls-on-glass.mp4
0226_perspective-left_take-2_trimmed-ball-train.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored coffee table with two tennis balls, one orange and one brown, placed near the center, back to back. A black pipe sits on the table on the left side and points towards the two tennis balls. The grey tennis ball rolls straight out of a black pipe from the left and hits the brown tennis ball.",Solid Mechanics,0226_perspective-left_trimmed-ball-train.mp4
0227_perspective-center_take-2_trimmed-ball-train.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored coffee table with two tennis balls, one orange and one brown, placed near the center, back to back. A black pipe sits on the table on the left side and points towards the two tennis balls. The grey tennis ball rolls straight out of a black pipe from the left and hits the brown tennis ball.",Solid Mechanics,0227_perspective-center_trimmed-ball-train.mp4
0228_perspective-right_take-2_trimmed-ball-train.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored coffee table with two tennis balls, one orange and one brown, placed near the center, back to back. A black pipe sits on the table on the left side and points towards the two tennis balls. The grey tennis ball rolls straight out of a black pipe from the left and hits the brown tennis ball.",Solid Mechanics,0228_perspective-right_trimmed-ball-train.mp4
0229_perspective-left_take-2_trimmed-balls-collide.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden tabletop with two pipes at the edges. The blue and the yellow tennis ball roll out of the pipes and collide with the same speed.,Solid Mechanics,0229_perspective-left_trimmed-balls-collide.mp4
0230_perspective-center_take-2_trimmed-balls-collide.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden tabletop with two pipes at the edges. The blue and the yellow tennis ball roll out of the pipes and collide with the same speed.,Solid Mechanics,0230_perspective-center_trimmed-balls-collide.mp4
0231_perspective-right_take-2_trimmed-balls-collide.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden tabletop with two pipes at the edges. The blue and the yellow tennis ball roll out of the pipes and collide with the same speed.,Solid Mechanics,0231_perspective-right_trimmed-balls-collide.mp4
0232_perspective-left_take-2_trimmed-block-domino.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A row of colorful wooden blocks has been lined up on a wooden table next to a black platform. The wooden stick attached to the black platform rotates clockwise and hits the first block.,Solid Mechanics,0232_perspective-left_trimmed-block-domino.mp4
0233_perspective-center_take-2_trimmed-block-domino.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A row of colorful wooden blocks has been lined up on a wooden table next to a black platform. The wooden stick attached to the black platform rotates clockwise and hits the first block.,Solid Mechanics,0233_perspective-center_trimmed-block-domino.mp4
0234_perspective-right_take-2_trimmed-block-domino.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A row of colorful wooden blocks has been lined up on a wooden table next to a black platform. The wooden stick attached to the black platform rotates clockwise and hits the first block.,Solid Mechanics,0234_perspective-right_trimmed-block-domino.mp4
0235_perspective-left_take-2_trimmed-blow-balloon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The balloon is attached to a black hose that points upwards from behind a wooden table. Air is being pumped into the black balloon.,Fluid Dynamics,0235_perspective-left_trimmed-blow-balloon.mp4
0236_perspective-center_take-2_trimmed-blow-balloon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The balloon is attached to a black hose that points upwards from behind a wooden table. Air is being pumped into the black balloon.,Fluid Dynamics,0236_perspective-center_trimmed-blow-balloon.mp4
0237_perspective-right_take-2_trimmed-blow-balloon.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The balloon is attached to a black hose that points upwards from behind a wooden table. Air is being pumped into the black balloon.,Fluid Dynamics,0237_perspective-right_trimmed-blow-balloon.mp4
0238_perspective-left_take-2_trimmed-cut-orange.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. One half of a tangerine has been placed on a glass cutting board. The knife slices through the tangerine.,Solid Mechanics,0238_perspective-left_trimmed-cut-orange.mp4
0239_perspective-center_take-2_trimmed-cut-orange.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. One half of a tangerine has been placed on a glass cutting board. The knife slices through the tangerine.,Solid Mechanics,0239_perspective-center_trimmed-cut-orange.mp4
0240_perspective-right_take-2_trimmed-cut-orange.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. One half of a tangerine has been placed on a glass cutting board. The knife slices through the tangerine.,Solid Mechanics,0240_perspective-right_trimmed-cut-orange.mp4
0241_perspective-left_take-2_trimmed-cut-paper.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two blue-black grabber tools pull the piece of green paper from opposite corners, causing it to tear.",Solid Mechanics,0241_perspective-left_trimmed-cut-paper.mp4
0242_perspective-center_take-2_trimmed-cut-paper.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two blue-black grabber tools pull the piece of green paper from opposite corners, causing it to tear.",Solid Mechanics,0242_perspective-center_trimmed-cut-paper.mp4
0243_perspective-right_take-2_trimmed-cut-paper.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two blue-black grabber tools pull the piece of green paper from opposite corners, causing it to tear.",Solid Mechanics,0243_perspective-right_trimmed-cut-paper.mp4
0244_perspective-left_take-2_trimmed-domino-in-juice.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The mug is sitting on a wooden surface. The blue-black grabber tool drops the white ceramic domino into the mug that is filled with a dark-colored liquid.,Fluid Dynamics,0244_perspective-left_trimmed-domino-in-juice.mp4
0245_perspective-center_take-2_trimmed-domino-in-juice.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The mug is sitting on a wooden surface. The blue-black grabber tool drops the white ceramic domino into the mug that is filled with a dark-colored liquid.,Fluid Dynamics,0245_perspective-center_trimmed-domino-in-juice.mp4
0246_perspective-right_take-2_trimmed-domino-in-juice.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The mug is sitting on a wooden surface. The blue-black grabber tool drops the white ceramic domino into the mug that is filled with a dark-colored liquid.,Fluid Dynamics,0246_perspective-right_trimmed-domino-in-juice.mp4
0247_perspective-left_take-2_trimmed-dominos-with-space.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two rows of alternating black and white dominoes have been set up on a wooden table with a gap between the two rows. The wooden stick attached to the black platform rotates clockwise and knocks the first domino.,Solid Mechanics,0247_perspective-left_trimmed-dominos-with-space.mp4
0248_perspective-center_take-2_trimmed-dominos-with-space.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two rows of alternating black and white dominoes have been set up on a wooden table with a gap between the two rows. The wooden stick attached to the black platform rotates clockwise and knocks the first domino.,Solid Mechanics,0248_perspective-center_trimmed-dominos-with-space.mp4
0249_perspective-right_take-2_trimmed-dominos-with-space.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two rows of alternating black and white dominoes have been set up on a wooden table with a gap between the two rows. The wooden stick attached to the black platform rotates clockwise and knocks the first domino.,Solid Mechanics,0249_perspective-right_trimmed-dominos-with-space.mp4
0250_perspective-left_take-2_trimmed-double-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding two metal balls at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. Two metal balls of the Newton's cradle device are released by the blue-black grabber tool.,Solid Mechanics,0250_perspective-left_trimmed-double-cradle.mp4
0251_perspective-center_take-2_trimmed-double-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding two metal balls at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. Two metal balls of the Newton's cradle device are released by the blue-black grabber tool.,Solid Mechanics,0251_perspective-center_trimmed-double-cradle.mp4
0252_perspective-right_take-2_trimmed-double-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding two metal balls at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. Two metal balls of the Newton's cradle device are released by the blue-black grabber tool.,Solid Mechanics,0252_perspective-right_trimmed-double-cradle.mp4
0253_perspective-left_take-2_trimmed-duck-and-dominos.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A yellow rubber duck has been positioned in the middle of a line of black and white dominoes on a wooden table. The wooden stick attached to the black platform rotates clockwise and knocks the first domino block.,Solid Mechanics,0253_perspective-left_trimmed-duck-and-dominos.mp4
0254_perspective-center_take-2_trimmed-duck-and-dominos.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A yellow rubber duck has been positioned in the middle of a line of black and white dominoes on a wooden table. The wooden stick attached to the black platform rotates clockwise and knocks the first domino block.,Solid Mechanics,0254_perspective-center_trimmed-duck-and-dominos.mp4
0255_perspective-right_take-2_trimmed-duck-and-dominos.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A yellow rubber duck has been positioned in the middle of a line of black and white dominoes on a wooden table. The wooden stick attached to the black platform rotates clockwise and knocks the first domino block.,Solid Mechanics,0255_perspective-right_trimmed-duck-and-dominos.mp4
0256_perspective-left_take-2_trimmed-duck-falls-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. An orange-black grabber tool is suspended above the open dark green fabric box on a wooden table. The orange-black grabber tool releases the yellow rubber duck above the open dark green fabric box.,Solid Mechanics,0256_perspective-left_trimmed-duck-falls-in-box.mp4
0257_perspective-center_take-2_trimmed-duck-falls-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. An orange-black grabber tool is suspended above the open dark green fabric box on a wooden table. The orange-black grabber tool releases the yellow rubber duck above the open dark green fabric box.,Solid Mechanics,0257_perspective-center_trimmed-duck-falls-in-box.mp4
0258_perspective-right_take-2_trimmed-duck-falls-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. An orange-black grabber tool is suspended above the open dark green fabric box on a wooden table. The orange-black grabber tool releases the yellow rubber duck above the open dark green fabric box.,Solid Mechanics,0258_perspective-right_trimmed-duck-falls-in-box.mp4
0259_perspective-left_take-2_trimmed-duck-static.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Behind the wooden table is a plain white background. The yellow rubber duck sits stationary on a light brown wooden table.,Solid Mechanics,0259_perspective-left_trimmed-duck-static.mp4
0260_perspective-center_take-2_trimmed-duck-static.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Behind the wooden table is a plain white background. The yellow rubber duck sits stationary on a light brown wooden table.,Solid Mechanics,0260_perspective-center_trimmed-duck-static.mp4
0261_perspective-right_take-2_trimmed-duck-static.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Behind the wooden table is a plain white background. The yellow rubber duck sits stationary on a light brown wooden table.,Solid Mechanics,0261_perspective-right_trimmed-duck-static.mp4
0262_perspective-left_take-2_trimmed-fill-glass-red-drink.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser sits on a woven basket. The glass beverage dispenser pours the bright red liquid into a clear glass.,Fluid Dynamics,0262_perspective-left_trimmed-fill-glass-red-drink.mp4
0263_perspective-center_take-2_trimmed-fill-glass-red-drink.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser sits on a woven basket. The glass beverage dispenser pours the bright red liquid into a clear glass.,Fluid Dynamics,0263_perspective-center_trimmed-fill-glass-red-drink.mp4
0264_perspective-right_take-2_trimmed-fill-glass-red-drink.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser sits on a woven basket. The glass beverage dispenser pours the bright red liquid into a clear glass.,Fluid Dynamics,0264_perspective-right_trimmed-fill-glass-red-drink.mp4
0265_perspective-left_take-2_trimmed-glass-stays-same.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser sits on a woven basket and the glass is half-filled with red liquid. The glass beverage dispenser, filled with a bright red liquid, is stationary over the glass.",Fluid Dynamics,0265_perspective-left_trimmed-glass-stays-same.mp4
0266_perspective-center_take-2_trimmed-glass-stays-same.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser sits on a woven basket and the glass is half-filled with red liquid. The glass beverage dispenser, filled with a bright red liquid, is stationary over the glass.",Fluid Dynamics,0266_perspective-center_trimmed-glass-stays-same.mp4
0267_perspective-right_take-2_trimmed-glass-stays-same.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser sits on a woven basket and the glass is half-filled with red liquid. The glass beverage dispenser, filled with a bright red liquid, is stationary over the glass.",Fluid Dynamics,0267_perspective-right_trimmed-glass-stays-same.mp4
0268_perspective-left_take-2_trimmed-juice-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser pours grapefruit juice into a glass that has some water inside.,Fluid Dynamics,0268_perspective-left_trimmed-juice-in-water.mp4
0269_perspective-center_take-2_trimmed-juice-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser pours grapefruit juice into a glass that has some water inside.,Fluid Dynamics,0269_perspective-center_trimmed-juice-in-water.mp4
0270_perspective-right_take-2_trimmed-juice-in-water.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The glass beverage dispenser pours grapefruit juice into a glass that has some water inside.,Fluid Dynamics,0270_perspective-right_trimmed-juice-in-water.mp4
0271_perspective-left_take-2_trimmed-light-on-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue rectangular block sits on the black, clockwise-rotating platform, and the spotlight points toward the block. A blue rectangular block rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0271_perspective-left_trimmed-light-on-block.mp4
0272_perspective-center_take-2_trimmed-light-on-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue rectangular block sits on the black, clockwise-rotating platform, and the spotlight points toward the block. A blue rectangular block rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0272_perspective-center_trimmed-light-on-block.mp4
0273_perspective-right_take-2_trimmed-light-on-block.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue rectangular block sits on the black, clockwise-rotating platform, and the spotlight points toward the block. A blue rectangular block rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0273_perspective-right_trimmed-light-on-block.mp4
0274_perspective-left_take-2_trimmed-light-on-mug.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug sits on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug. The yellow mug rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0274_perspective-left_trimmed-light-on-mug.mp4
0275_perspective-center_take-2_trimmed-light-on-mug.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug sits on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug. The yellow mug rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0275_perspective-center_trimmed-light-on-mug.mp4
0276_perspective-right_take-2_trimmed-light-on-mug.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow mug sits on the black, clockwise-rotating platform, and the spotlight points toward the yellow mug. The yellow mug rotates clockwise on the black platform while the spotlight casts a large shadow on the wall behind it.",Optics,0276_perspective-right_trimmed-light-on-mug.mp4
